"id","title","slug","learning_module_id","image"
1646,"Gebärmutterhals-Früherkennung: Pap-Test, HPV-Test, Ergebnisse einordnen (Orientierung)","gebaermutterhals-frueherkennung-pap-test-hpv-test-ergebnisse-einordnen","pv_krebs_04_zervix_hpv",
1647,"Prostata & PSA: Früherkennung, was der PSA-Test kann (und was nicht) – Orientierung","prostata-psa-frueherkennung-orientierung","pv_krebs_05_prostata_psa",
1648,"Hautkrebs vorbeugen: UV, Sonnenschutz, Solarium, Warnzeichen (Orientierung)","hautkrebs-vorbeugen-uv-sonnenschutz-solarium-warnzeichen","pv_krebs_06_haut_uv_sonnenschutz",
1649,"Vorsorge bei Kindern & Jugendlichen: Untersuchungen, Entwicklung, wann abklären?","vorsorge-kinder-jugendliche-untersuchungen-entwicklung-wann-abklaeren","pv_life_01_kind_vorsorge",
1650,"Schwangerschaft & pränatale Untersuchungen: Ultraschall, Tests, Einordnung (ohne Empfehlung)","schwangerschaft-praenatale-untersuchungen-ultraschall-tests-einordnung","pv_life_02_schwangerschaft_praenatal",
1651,"Frauen- & Männergesundheit in der Vorsorge: typische Untersuchungen & Orientierung","frauen-maennergesundheit-vorsorge-untersuchungen-orientierung","pv_life_03_frauen_maenner_vorsorge",
1652,"Vorsorge im Alter: Sturzrisiko, Osteoporose, Impfungen, Alltagsrisiken","vorsorge-im-alter-impfungen-alltag","pv_life_04_senioren_sturz_osteoporose",
1653,"Befunde & Fragenkatalog: Wie du Untersuchungsergebnisse einordnest (ohne Therapieempfehlung)","befunde-fragenkatalog-untersuchungsergebnisse-einordnen","pv_life_05_befunde_fragen_orientierung",
1654,"Schlafapnoe verstehen: was es ist, warum es relevant ist (Orientierung)","schlafapnoe-verstehen-orientierung","pv_schlafapnoe_01_basis",
1655,"Risikofragebögen: STOP-BANG, Epworth & Co. – was sie leisten (und was nicht)","risikofrageboegen-stop-bang-epworth-was-sie-leisten-und-was-nicht","pv_schlafapnoe_02_risiko_frageboegen",
1656,"Abklärung & Diagnostik: Schlaflabor, Polygraphie/Polysomnographie, Ablauf verstehen","abklaerung-diagnostik-schlaflabor-polygraphie-polysomnographie","pv_schlafapnoe_03_abklaerung_diagnostik",
1657,"Alltagssignale & nächste Schritte: wann ärztlich abklären, wie Gespräch vorbereiten","alltagssignale-naechste-schritte-aerztlich-abklaeren-gespraech-vorbereiten","pv_schlafapnoe_04_alltag_signale",
1658,"Früherkennung & Screening verstehen: Was wird gesucht – und warum?","frueherkennung-und-screening-verstehen-was-wird-gesucht-und-warum","pv_scr_01_grundlagen",
1659,"Nutzen und Risiken von Screening: falsch-positiv, falsch-negativ, Überdiagnose","nutzen-und-risiken-von-screening","pv_scr_02_nutzen_risiken",
1660,"Wichtige Früherkennungen im Überblick: Darm, Brust, Gebärmutterhals, Haut (Einordnung)","wichtige-frueherkennungen-darm-brust-gebaermutterhals-haut-einordnung","pv_scr_03_krebs_screenings",
1661,"Befunde nach Screening: Was bedeutet „auffällig“ – und was passiert dann typischerweise?","befunde-nach-screening-auffaellig-bedeutung-naechste-schritte","pv_scr_04_befunde_und_naechste_schritte",
1662,"Entscheidungen rund um Screening: Fragen, die helfen (ohne Empfehlung)","entscheidungen-rund-um-screening-fragen-die-helfen-ohne-empfehlung","pv_scr_05_entscheidungsorientierung",
1663,"STI verstehen: welche Infektionen es gibt, Übertragung, was häufig ist (Orientierung)","sti-verstehen-ueberblick-infektionen-uebertragung-haeufigkeit","pv_sti_01_basis",
1664,"Symptome & typische Verläufe: wann abklären lassen (Orientierung, keine Diagnose)","symptome-typische-verlaeufe-wann-abklaeren-lassen-orientierung-keine-diagnose","pv_sti_02_symptome_abgrenzung",
1665,"Tests & Screening: welche Tests es gibt, wann sinnvoll, Fensterzeiten (Orientierung)","tests-und-screening-welche-tests-wann-sinnvoll-fensterzeiten","pv_sti_03_tests_screening",
1666,"Prävention: Kondome, Safer Sex, Kommunikation, Risiko reduzieren (ohne Moral)","praevention-kondome-safer-sex-kommunikation-risiko-reduzieren","pv_sti_04_praevention",
1667,"Vorsorge verstehen: Was sie kann (und was nicht) – Nutzen, Risiken, Häufigkeit","vorsorge-verstehen-nutzen-risiken-haeufigkeit","pv_vorsorge_01_grundlagen",
1668,"Die Vorsorgeuntersuchung in Österreich: Ablauf, Inhalte, Vorbereitung","vorsorgeuntersuchung-oesterreich-ablauf-inhalte-vorbereitung","pv_vorsorge_02_vorsorgeuntersuchung_at",
1669,"Krebs-Früherkennung: Welche Screenings es gibt – und für wen","krebs-frueherkennung-screenings-fuer-wen","pv_vorsorge_03_krebs_screenings",
1670,"Herz-Kreislauf-Risiko & Checks: Blutdruck, Blutfette, Diabetes-Risiko sinnvoll einordnen","herz-kreislauf-risiko-checks-blutdruck-blutfette-diabetes","pv_vorsorge_04_herz_risiko_checks",
1671,"Entscheiden bei Vorsorge: Fragen an Ärztin/Arzt, Befunde verstehen, Zweitmeinung","entscheiden-bei-vorsorge-fragen-befunde-zweitmeinung","pv_vorsorge_05_entscheidungen",
1672,"Zahngesundheit verstehen: Karies, Parodontitis, warum Vorsorge wirkt (Orientierung)","zahngesundheit-verstehen-karies-parodontitis-vorsorge","pv_zahn_01_basis",
1673,"Richtig putzen & Fluorid: Was wirklich zählt","richtig-putzen-fluorid-was-wirklich-zaehlt","pv_zahn_02_putzen_fluorid",
1674,"Parodontitis: Risiko, Verlauf, Zusammenhang mit Allgemeingesundheit (Orientierung)","parodontitis-risiko-verlauf-zusammenhang-allgemeingesundheit-orientierung","pv_zahn_03_parodontitis_risiko",
1675,"Zahngesundheit bei Kindern: Milchzähne, Vorsorge, Versiegelung, Fluorid (Orientierung)","zahngesundheit-bei-kindern-milchzaehne-vorsorge-versiegelung-fluorid-orientierung","pv_zahn_04_kinder_vorsorge",
1676,"Warnzeichen im Mund: Blutendes Zahnfleisch, Schmerzen, Mundgeruch – wann abklären? (Orientierung)","warnzeichen-im-mund-wann-abklaeren","pv_zahn_05_warnzeichen_termin",
1677,"Wohin wann? Hausarzt, Facharzt, Ambulanz, Notfall – Orientierung","wohin-wann-hausarzt-facharzt-ambulanz-notfall-orientierung","sys_01_wohin_wann",
1678,"Telefonische Beratung & Hotlines: wann sinnvoll, was du vorbereiten kannst","telefonische-beratung-hotlines-wann-sinnvoll-was-vorbereiten","sys_02_telefon_hotlines",
1679,"Arztbesuch vorbereiten: Unterlagen, Fragen, Symptome dokumentieren (Orientierung)","arztbesuch-vorbereiten-unterlagen-fragen-symptome-dokumentieren-orientierung","sys_03_unterlagen_vorbereiten",
1680,"Beschwerden: Ombudsstellen & Patient:innenanwaltschaft (Orientierung)","beschwerden-ombudsstellen-patientenanwaltschaft-orientierung","sys_bf_01a1_ombud_patientenanwaltschaft",
1681,"Beschwerden: Krankenkasse & Sozialversicherung (ÖGK, SVS, BVAEB) – Orientierung","beschwerden-krankenkasse-sozialversicherung-orientierung","sys_bf_01a2_kassen_sozialversicherung",
1682,"Beschwerden: Ärztekammer, Zahnärztekammer & Berufsvertretungen – Orientierung","beschwerden-aerztekammer-zahnaerztekammer-berufsvertretungen-orientierung","sys_bf_01a3_kammern_berufsvertretung",
1683,"Beschwerden: Krankenhaus, Pflege & Heimaufsicht (Orientierung)","beschwerden-krankenhaus-pflege-heimaufsicht-orientierung","sys_bf_01a4_krankenhaus_pflege_heimaufsicht",
1684,"Beschwerden vorbereiten: Dokumentation, Unterlagen, Ablauf protokollieren (Orientierung)","beschwerden-vorbereiten-dokumentation-unterlagen-ablauf-protokollieren-orientierung","sys_bf_01b_dokumentation_unterlagen",
1685,"Behandlungsfehler: was es ist, welche Schritte möglich sind (Orientierung)","behandlungsfehler-was-es-ist-welche-schritte-moeglich-sind-orientierung","sys_bf_02_behandlungsfehler",
1686,"Patientenakte & Patientenquittung: wozu, wie anfordern (Orientierung)","patientenakte-patientenquittung-wozu-wie-anfordern-orientierung","sys_bf_03_patientenakte_quittung",
1687,"Behandlung koordinieren: Überweisungen, Befunde, Schnittstellen (Orientierung)","behandlung-koordinieren-ueberweisungen-befunde-schnittstellen-orientierung","sys_chr_01_koordination",
1688,"Patientenschulung: warum sie hilft, wie du Angebote findest (Orientierung)","patientenschulung-warum-sie-hilft-wie-du-angebote-findest-orientierung","sys_chr_02_patientenschulung",
1689,"Unterstützung im Alltag: Hilfen, Anträge, Versorgungspfade (Orientierung)","unterstuetzung-im-alltag-hilfen-antraege-versorgungspfade-orientierung","sys_chr_03_versorgung_hilfen",
1690,"ELGA & Befunde: was gespeichert ist, Zugriff, Einsicht (Orientierung)","elga-und-befunde-was-gespeichert-ist-zugriff-einsicht-orientierung","sys_dig_01_elga_daten",
1691,"e-Card & Organisation: was du brauchst, was sie kann (Orientierung)","e-card-und-organisation-orientierung","sys_dig_02_ecard_orga",
1692,"Datenschutz im Gesundheitsbereich: Einwilligung, Schweigepflicht, Weitergabe","datenschutz-gesundheitsbereich-einwilligung-schweigepflicht-weitergabe","sys_dig_03_datenschutz",
1693,"IGeL & Selbstzahlerleistungen verstehen: was das ist, warum angeboten","igel-selbstzahlerleistungen-verstehen","sys_igel_01_verstehen",
1694,"Checkliste: Welche Fragen bei IGeL/Selbstzahlerleistungen stellen?","checkliste-fragen-igel-selbstzahlerleistungen","sys_igel_02_fragen_checkliste",
1695,"Interessenkonflikte erkennen: Werbung, Studien, Empfehlungen einordnen","interessenkonflikte-erkennen-werbung-studien-empfehlungen-einordnen","sys_igel_03_interessenkonflikte",
1696,"Quellencheck: gute Gesundheitsinfos erkennen (Studien, Leitlinien, Transparenz)","quellencheck-gute-gesundheitsinfos-erkennen","sys_info_01_quellencheck",
1697,"Interessenkonflikte & Werbung: wie Empfehlungen beeinflusst werden können","interessenkonflikte-werbung-empfehlungen-beeinflusst","sys_info_02_interessenkonflikte_werbung",
1698,"Mythen & Desinformation: typische Muster erkennen, Fakten einordnen (Orientierung)","mythen-desinformation-typische-muster-erkennen-fakten-einordnen-orientierung","sys_info_03_mythen_missinfo",
1699,"Im Krankenhaus: Aufnahme, Abläufe, Entlassung – Orientierung","im-krankenhaus-aufnahme-ablaeufe-entlassung-orientierung","sys_kh_01_im_krankenhaus",
1700,"Reha: Ziele, Antrag, Ablauf – Orientierung","reha-ziele-antrag-ablauf-orientierung","sys_kh_02_reha",
1701,"Pflege & Hilfsmittel: Ansprüche, Anlaufstellen, Organisation – Orientierung","pflege-und-hilfsmittel-ansprueche-anlaufstellen-orientierung","sys_kh_03_pflege_hilfsmittel",
1702,"Gute Fragen stellen: Diagnose, Optionen, Risiken verständlich machen (Orientierung)","gute-fragen-stellen-diagnose-optionen-risiken-orientierung","sys_kom_01_fragen_stellen",
1703,"Befundkopie & Einsicht: wie du Unterlagen bekommst (Orientierung)","befundkopie-einsicht-unterlagen-bekommen-orientierung","sys_kom_02_befundkopie_einsicht",
1704,"Arzt wechseln: wann sinnvoll, wie vorgehen (Orientierung)","arzt-wechseln-wann-sinnvoll-wie-vorgehen-orientierung","sys_kom_03_arztwechsel",
1705,"Patientenrechte: Aufklärung, Einsicht, Datenschutz – Orientierung","patientenrechte-aufklaerung-einsicht-datenschutz-orientierung","sys_pr_01_patientenrechte",
1706,"Was zahlt die Kasse? Überweisung, e-card, Kostenübernahme – Orientierung","was-zahlt-die-kasse-ueberweisung-ecard-kostenuebernahme-orientierung","sys_pr_02_kosten_kasse",
1707,"Risiken verstehen: Wahrscheinlichkeit, Häufigkeit, Unsicherheit (Orientierung)","risiken-verstehen-wahrscheinlichkeit-haeufigkeit-unsicherheit-orientierung","sys_sdm_01a_risiken_verstehen",
1708,"Absolut vs. relativ: Zahlen richtig lesen (NNT/NNH, Prozent, Risiko-Reduktion)","absolut-vs-relativ-zahlen-richtig-lesen","sys_sdm_01b_absolute_vs_relative",
1709,"Nebenwirkungen verstehen: Häufigkeit, Schwere, Einordnung (Orientierung)","nebenwirkungen-verstehen-haeufigkeit-schwere-einordnung","sys_sdm_01c1_nebenwirkungen_haeufigkeit",
1710,"Warnzeichen & Wechselwirkungen: worauf achten, was nachfragen (Orientierung)","warnzeichen-wechselwirkungen-worauf-achten-was-nachfragen-orientierung","sys_sdm_01c2_warnzeichen_wechselwirkungen",
1711,"Zweitmeinung & Alternativen: wann sinnvoll, wie fragen (Orientierung)","zweitmeinung-alternativen-wann-sinnvoll-wie-fragen","sys_sdm_02_zweitmeinung",
1712,"Shared Decision Making: gemeinsam entscheiden – was das konkret heißt","shared-decision-making-gemeinsam-entscheiden","sys_sdm_03_shared_decision",
1713,"Übergewicht & Adipositas verstehen: BMI, Ursachen, Einordnung","uebergewicht-adipositas-verstehen-ursachen-einordnung","vk_adipositas_01_basis",
1714,"Folgen & Risiken: Was Übergewicht im Körper bewirken kann","folgen-risiken-uebergewicht-koerper","vk_adipositas_02_gesundheitsrisiken",
1715,"Abnehmen realistisch: Was hilft – und was oft nicht hilft","abnehmen-realistisch-was-hilft-und-was-oft-nicht-hilft","vk_adipositas_03_abnehmen_realistisch",
1716,"Alltagsbewegung & NEAT: Schritte, Sitzen, kleine Hebel für Gewicht","alltagsbewegung-neat-schritte-sitzen-gewicht","vk_adipositas_04a_alltag_neat",
1717,"Krafttraining & Muskelmasse: warum das beim Abnehmen hilft (Einordnung)","krafttraining-muskelmasse-abnehmen-einordnung","vk_adipositas_04b_kraft_muskel",
1718,"Ausdauertraining & Kalorienverbrauch: was Cardio realistisch bringt","ausdauertraining-kalorienverbrauch-cardio-realistisch","vk_adipositas_04c_ausdauer_cardio",
1719,"Mythen rund ums Abnehmen: Was man oft hört – was die Evidenz sagt","mythen-rund-ums-abnehmen-evidenz","vk_adipositas_05_mythen",
1720,"Allergie verstehen: Was im Körper passiert und welche Formen es gibt","allergie-verstehen-was-im-koerper-passiert-und-welche-formen-es-gibt","vk_allergie_01_basis",
1721,"Heuschnupfen (Pollenallergie): Symptome, Saison und was wirklich hilft","heuschnupfen-pollenallergie-symptome-saison-was-hilft","vk_allergie_02_heuschnupfen",
1722,"Nahrungsmittelallergie vs. Unverträglichkeit: Der Unterschied (und warum er wichtig ist)","nahrungsmittelallergie-vs-unvertraeglichkeit-unterschied","vk_allergie_03_nahrungsmittel",
1723,"Asthma verstehen: Anzeichen, Auslöser und Einordnung im Alltag","asthma-verstehen-anzeichen-ausloeser-alltag","vk_allergie_04_asthma",
1724,"Anaphylaxie: Warnzeichen und was im Notfall wichtig ist","anaphylaxie-warnzeichen-und-notfall","vk_allergie_05_anaphylaxie",
1725,"Allergietests & Behandlung: Was Tests aussagen – und was nicht","allergietests-behandlung-was-tests-aussagen-und-was-nicht","vk_allergie_06_tests_therapieorientierung",
1726,"Chronische Atemwegserkrankungen verstehen: Asthma, COPD, chronische Bronchitis","chronische-atemwegserkrankungen-verstehen-asthma-copd-chronische-bronchitis","vk_atem_01_basis",
1727,"Atemnot, Husten, pfeifende Atmung: Einordnen und Warnzeichen erkennen","atemnot-husten-pfeifende-atmung-warnzeichen-erkennen","vk_atem_02_symptome",
1728,"Diagnostik bei COPD/Asthma: Lungenfunktion, Peak-Flow, Spirometrie","diagnostik-copd-asthma-lungenfunktion-peak-flow-spirometrie","vk_atem_03_diagnostik",
1729,"Auslöser & Risikofaktoren: Rauchen, Luftschadstoffe, Infekte, Allergien","ausloeser-risikofaktoren-rauchen-luftschadstoffe-infekte-allergien","vk_atem_04_ausloeser",
1730,"Leben mit COPD/Asthma: Bewegung, Atemtechniken, Inhalation, Exazerbationen vermeiden","leben-mit-copd-asthma-alltag-bewegung-atemtechniken-inhalation-exazerbationen-vermeiden","vk_atem_05_alltag",
1731,"Diabetes verstehen: Formen und Unterschiede","diabetes-verstehen-formen-und-unterschiede","vk_diabetes_01_formen",
1732,"Diabetes erkennen: Diagnostik und Bedeutung der Diagnose","diabetes-erkennen-diagnostik-bedeutung-der-diagnose","vk_diabetes_02_diagnose",
1733,"Blutzucker & HbA1c: Werte verstehen und richtig einordnen","blutzucker-hba1c-werte-verstehen","vk_diabetes_03_werte",
1734,"Diabetes im Alltag: Ernährung, Bewegung, Stress & Schlaf","diabetes-im-alltag-ernaehrung-bewegung-stress-schlaf","vk_diabetes_04_alltag",
1735,"Diabetes & Medikamente: Was sie tun (ohne Therapieempfehlung)","diabetes-und-medikamente-was-sie-tun-ohne-therapieempfehlung","vk_diabetes_05_medikamente",
1736,"Folgeerkrankungen bei Diabetes: Risiken verstehen","folgeerkrankungen-bei-diabetes-risiken-verstehen","vk_diabetes_06_folgeerkrankungen",
1737,"Blutdruck verstehen: Werte, Messung und Einordnung","blutdruck-verstehen-werte-messung-und-einordnung","vk_herz_01_blutdruck",
1738,"Cholesterin & Blutfette: LDL, HDL, Triglyzeride richtig verstehen","cholesterin-blutfette-ldl-hdl-triglyzeride-verstehen","vk_herz_02_cholesterin_lipide",
1739,"KHK, Angina & Herzinfarkt: Was es ist und woran man es erkennt","khk-angina-herzinfarkt-was-es-ist-und-woran-man-es-erkennt","vk_herz_03_khk_herzinfarkt",
1740,"Schlaganfall & TIA: Warnzeichen verstehen und richtig reagieren","schlaganfall-tia-warnzeichen-verstehen-richtig-reagieren","vk_herz_04_schlaganfall_tia",
1741,"Herzinsuffizienz: Was das Herz nicht mehr schafft – und was das im Alltag bedeutet","herzinsuffizienz-was-das-herz-nicht-mehr-schafft-und-was-das-im-alltag-bedeutet","vk_herz_05_herzinsuffizienz",
1742,"Herzrhythmus & Vorhofflimmern: Was unregelmäßiger Puls bedeuten kann","herzrhythmus-vorhofflimmern-unregelmaessiger-puls","vk_herz_06_rhythmus_vorhofflimmern",
1743,"Arteriosklerose & Gefäße: Wie Ablagerungen entstehen und warum das wichtig ist","arteriosklerose-gefaesse-ablagerungen-warum-wichtig","vk_herz_07_arteriosklerose_gefaesse",
1744,"Herz-Untersuchungen verstehen: EKG, Echo, Belastungstest & Labor","herz-untersuchungen-verstehen-ekg-echo-belastungstest-labor","vk_herz_08_untersuchungen",
1745,"Bluthochdruck verstehen: Was es ist, warum es oft unbemerkt bleibt, was Werte bedeuten","bluthochdruck-verstehen-was-es-ist-warum-es-oft-unbemerkt-bleibt-was-werte-bedeuten","vk_hypertonie_01_basis",
1746,"Blutdruck richtig messen: Zuhause, Praxis, 24h-Messung – typische Fehler vermeiden","blutdruck-richtig-messen-zuhause-praxis-24h-typische-fehler-vermeiden","vk_hypertonie_02_messen",
1747,"Risiken & Folgeprobleme: Herz, Gehirn, Niere – warum Kontrolle wichtig ist","risiken-folgeprobleme-herz-gehirn-niere-kontrolle-wichtig","vk_hypertonie_03_risiko_folge",
1748,"Alltagshebel: Bewegung, Ernährung, Salz, Alkohol, Stress, Schlaf – was realistisch wirkt","alltagshebel-bewegung-ernaehrung-salz-alkohol-stress-schlaf-realistisch","vk_hypertonie_04_lebensstil",
1749,"Medikamente verstehen (ohne Empfehlung): Klassen, Wirkungsidee, Nebenwirkungen grob einordnen","medikamente-verstehen-klassen-wirkungsidee-nebenwirkungen","vk_hypertonie_05_medikamente_orientierung",
1750,"Warnzeichen & Notfall: Wann rasch handeln sinnvoll ist (Orientierung, keine Diagnose)","warnzeichen-notfall-wann-rasch-handeln-sinnvoll-ist","vk_hypertonie_06_warnzeichen_notfall",
1751,"Kopfschmerzen verstehen: häufige Arten, Ursachen, Verlauf","kopfschmerzen-verstehen-haeufige-arten-ursachen-verlauf","vk_kopf_01_basis",
1752,"Migräne: Attacken, Aura, Auslöser, was wirklich hilft","migraene-attacken-aura-ausloeser-was-wirklich-hilft","vk_kopf_02_migraene",
1753,"Spannungskopfschmerz: Stress, Haltung, Muskelverspannung","spannungskopfschmerz-stress-haltung-muskelverspannung","vk_kopf_03_spannung",
1754,"Cluster-Kopfschmerzen: typische Zeichen & Abgrenzung","cluster-kopfschmerzen-typische-zeichen-abgrenzung","vk_kopf_04_cluster",
1755,"Wann Kopfschmerzen ein Warnsignal sind: Red Flags & Abklärung","wann-kopfschmerzen-ein-warnsignal-sind-red-flags-abklaerung","vk_kopf_05_warnzeichen",
1756,"Akutmittel & Medikamentenübergebrauch: sicher anwenden, Overuse vermeiden","akutmittel-medikamentenuebergebrauch-sicher-anwenden-overuse-vermeiden","vk_kopf_06_medikamente",
1757,"Trigger erkennen: Kopfschmerz- & Migränetagebuch, Muster finden","trigger-erkennen-kopfschmerz-migraenetagebuch-muster-finden","vk_kopf_07a_trigger_tagebuch",
1758,"Prävention im Alltag: Schlaf, Stress, Rhythmus – was oft wirkt","praevention-im-alltag-schlaf-stress-rhythmus-was-oft-wirkt","vk_kopf_07b_schlaf_stress_rhythmus",
1759,"Trigger: Ernährung, Koffein, Alkohol – Einordnung ohne Dogma","trigger-ernaehrung-koffein-alkohol-einordnung-ohne-dogma","vk_kopf_07c_ernaehrung_koffein_alkohol",
1760,"Depression & Angst verstehen: Begriffe, Häufigkeit, was Betroffene oft erleben","depression-und-angst-verstehen-begriffe-haeufigkeit-alltag","vk_psyche_01_basis",
1761,"Depression: Anzeichen einordnen und was (realistisch) helfen kann","depression-anzeichen-einordnen-und-was-realistisch-helfen-kann","vk_psyche_02_depression",
1762,"Angststörung & Panik: Symptome, Kreislauf verstehen, erste Orientierung","angststoerung-panik-symptome-kreislauf-orientierung","vk_psyche_03_angst_panik",
1763,"Stress & Burnout: Warnsignale, Belastungsfaktoren, Erholung realistisch planen","stress-burnout-warnsignale-belastungsfaktoren-erholung-realistisch-planen","vk_psyche_04_stress_burnout",
1764,"Hilfe finden: Anlaufstellen, Gespräch, Behandlungsmöglichkeiten (ohne Empfehlung)","hilfe-finden-anlaufstellen-gespraech-behandlung","vk_psyche_05_hilfewege",
1765,"Rückenschmerzen verstehen: häufige Ursachen, Verlauf, Einordnung","rueckenschmerzen-verstehen-haeufige-ursachen-verlauf-einordnung","vk_ruecken_01_basis",
1766,"Warnzeichen bei Rückenschmerzen: Wann dringend ärztlich abklären?","warnzeichen-bei-rueckenschmerzen-wann-aerztlich-abklaeren","vk_ruecken_02_warnzeichen",
1767,"ISG, Bandscheibe, Ischias: Was steckt hinter ausstrahlenden Schmerzen?","isg-bandscheibe-ischias-ausstrahlende-schmerzen","vk_ruecken_03_isg_bandscheibe_ischias",
1768,"Akut vs. chronisch: Warum Rückenschmerzen manchmal bleiben – und was hilft","akut-vs-chronisch-rueckenschmerzen-warum-sie-bleiben-und-was-hilft","vk_ruecken_04_akut_vs_chronisch",
1769,"Selbsthilfe & Bewegung: Was im Alltag wirklich unterstützt (ohne Heilversprechen)","selbsthilfe-und-bewegung-im-alltag-ohne-heilversprechen","vk_ruecken_05_selbsthilfe_bewegung",
1770,"Diagnostik & Bildgebung: Wann sind MRT/CT/Röntgen sinnvoll?","diagnostik-bildgebung-wann-sind-mrt-ct-roentgen-sinnvoll","vk_ruecken_06_diagnostik_bildgebung",