id,seo
1687,"{""title"":""Behandlung koordinieren: Überweisungen & Befunde | AustroFit"",""meta_description"":""Orientierung im Gesundheitssystem: Wer koordiniert die Behandlung, wie Überweisungen funktionieren und was du mit Befunden tun kannst.""}"
1688,"{""title"":""Patientenschulung: Orientierung, Nutzen und Angebote finden"",""meta_description"":""Was Patientenschulungen leisten können, warum sie im Alltag helfen und wie du passende Angebote findest – verständlich und evidenzbasiert.""}"
1689,"{""title"":""Unterstützung im Alltag: Hilfen, Anträge & Versorgungspfade"",""meta_description"":""Orientierung zu Unterstützungsangeboten im Alltag: Hilfen, Anträge und Versorgungspfade verständlich erklärt Mehr dazu auf AustroFit.""}"
1690,"{""title"":""ELGA & Befunde: Zugriff, Einsicht und gespeicherte Daten"",""meta_description"":""Was ist in ELGA gespeichert, wer darf zugreifen und wie kannst du deine Befunde einsehen? Ruhige Orientierung für den Alltag.""}"
1691,"{""title"":""e-Card & Organisation – Überblick und Alltag"",""meta_description"":""Was die e-Card kann, was du mitbringen musst und warum sie für Arztbesuche wichtig ist.""}"
1692,"{""title"":""Datenschutz im Gesundheitsbereich verständlich erklärt"",""meta_description"":""Was Einwilligung, Schweigepflicht und Weitergabe im Gesundheitsbereich bedeuten und warum das im Alltag relevant ist Mehr dazu auf AustroFit.""}"
1693,"{""title"":""IGeL & Selbstzahlerleistungen verständlich erklärt"",""meta_description"":""Erfahre, was individuelle Gesundheitsleistungen (IGeL) sind, warum sie angeboten werden und worauf du achten solltest Mehr dazu auf AustroFit.""}"
1694,"{""title"":""IGeL verstehen: Welche Fragen solltest du stellen?"",""meta_description"":""Was kosten IGeL? Sind sie freiwillig? Diese Checkliste zeigt, welche Fragen du bei Selbstzahlerleistungen stellen solltest.""}"
1695,"{""title"":""Interessenkonflikte erkennen: Werbung & Studien | AustroFit"",""meta_description"":""Lerne, wie du Gesundheitsinformationen kritisch bewertest und mögliche Interessenkonflikte erkennst – alltagsnah und evidenzbasiert.""}"
1696,"{""title"":""Quellencheck: gute Gesundheitsinfos erkennen"",""meta_description"":""Wie entstehen verlässliche Gesundheitsinfos? Erfahre, warum Gutachten, Studien und transparente Quellen entscheidend sind.""}"
1697,"{""title"":""Interessenkonflikte & Werbung verstehen"",""meta_description"":""Warum Werbung Empfehlungen beeinflussen kann und wie du gesundheitsbezogene Aussagen besser einordnest Mehr dazu auf AustroFit.""}"
1698,"{""title"":""Mythen & Desinformation erkennen: Orientierung | AustroFit"",""meta_description"":""Lerne typische Muster von Gesundheitsmythen kennen und erfahre, wie du Informationen im Alltag besser einordnen kannst Mehr dazu auf AustroFit.""}"
1699,"{""title"":""Im Krankenhaus: Aufnahme, Abläufe & Entlassung | AustroFit"",""meta_description"":""Was passiert bei der Aufnahme im Krankenhaus, wie laufen Abläufe ab und was ist bei der Entlassung wichtig? Orientierung für den Alltag.""}"
1700,"{""title"":""Reha – Ziele, Antrag und Ablauf verständlich erklärt"",""meta_description"":""Was ist eine Reha, wer stellt den Antrag und wie läuft sie ab? Orientierung zu Zielen, Kosten und nächsten Schritten Mehr dazu auf AustroFit.""}"
1701,"{""title"":""Pflege & Hilfsmittel: Ansprüche und Orientierung im Alltag"",""meta_description"":""Was Pflege und Hilfsmittel im Alltag bedeuten, welche Anlaufstellen es gibt und wann Unterstützung sinnvoll ist Mehr dazu auf AustroFit.""}"
1702,"{""title"":""Gute Fragen stellen: Diagnose, Optionen, Risiken verstehen"",""meta_description"":""So helfen gute Fragen im Arztgespräch, Diagnose, Optionen und Risiken besser einzuordnen und informierte Entscheidungen zu treffen.""}"
1703,"{""title"":""Befundkopie & Einsicht: Unterlagen verstehen und nutzen"",""meta_description"":""Erfahre, warum medizinische Unterlagen wichtig sind, wie Einsicht funktioniert und wie digitale Befunde deinen Alltag im Gesundheitssystem erleichtern...""}"
1704,"{""title"":""Arzt wechseln: wann sinnvoll, wie vorgehen"",""meta_description"":""Orientierung zum Arztwechsel: Gründe, Vorgehen, Rechte und nächste Schritte – verständlich erklärt Mehr dazu auf AustroFit.""}"
1705,"{""title"":""Patientenrechte verständlich erklärt | AustroFit"",""meta_description"":""Was Patientenrechte im Alltag bedeuten: Aufklärung, Einsicht in Unterlagen, Datenschutz und Mitbestimmung – ruhig und evidenzbasiert erklärt.""}"
1706,"{""title"":""Was zahlt die Kasse? Überweisung, e-card & Kostenübernahme"",""meta_description"":""Überblick zu Kassenleistungen: e-card, Überweisung, Rezepte, Kostenerstattung und Krankengeld – verständlich erklärt Mehr dazu auf AustroFit.""}"
1707,"{""title"":""Risiken verstehen: Wahrscheinlichkeit | AustroFit"",""meta_description"":""Lerne, Risiken im Alltag realistisch einzuordnen: Wahrscheinlichkeit, Häufigkeit und Unsicherheit verständlich erklärt Mehr dazu auf AustroFit.""}"
1708,"{""title"":""Absolut vs. relativ: Risiken richtig verstehen"",""meta_description"":""Lerne den Unterschied zwischen absoluten und relativen Risiken – mit alltagsnahen Beispielen und verlässlichen Quellen Mehr dazu auf AustroFit.""}"
1709,"{""title"":""Nebenwirkungen verstehen: Häufigkeit und Schwere | AustroFit"",""meta_description"":""Was bedeuten Nebenwirkungen im Alltag? Erfahre, wie häufige und seltene Nebenwirkungen eingeordnet werden und warum das für Entscheidungen wichtig ist.""}"
1710,"{""title"":""Warnzeichen & Wechselwirkungen – Orientierung für den Alltag"",""meta_description"":""Welche Warnzeichen ernst nehmen, wie Wechselwirkungen relevant werden und wann ärztliche Hilfe sinnvoll ist – ruhig, verständlich, evidenzbasiert.""}"
1711,"{""title"":""Zweitmeinung & Alternativen: Wann sinnvoll, wie fragen"",""meta_description"":""Wann lohnt sich eine ärztliche Zweitmeinung? Rechte, Ablauf und gute Fragen – verständlich erklärt Mehr dazu auf AustroFit.""}"
1712,"{""title"":""Shared Decision Making verständlich erklärt"",""meta_description"":""Was gemeinsames Entscheiden im medizinischen Alltag konkret bedeutet – ruhig erklärt und evidenzbasiert Mehr dazu auf AustroFit.""}"
1713,"{""title"":""Übergewicht & Adipositas verstehen – Ursachen und Einordnung"",""meta_description"":""Was Übergewicht bedeutet, welche Faktoren eine Rolle spielen und warum eine Einordnung wichtig ist – ruhig und evidenzbasiert.""}"
1714,"{""title"":""Übergewicht: Folgen & Risiken für den Körper"",""meta_description"":""Welche gesundheitlichen Risiken kann Übergewicht haben? Verständliche Übersicht zu möglichen Folgen, Mythen und nächsten Schritten.""}"
1715,"{""title"":""Abnehmen realistisch: Was hilft wirklich?"",""meta_description"":""Was beim Abnehmen hilft – und was oft nicht. Evidenzbasiert, alltagsnah und ohne falsche Versprechen Mehr dazu auf AustroFit.""}"
1716,"{""title"":""Alltagsbewegung & NEAT: Kleine Schritte, große Wirkung?"",""meta_description"":""Was Alltagsbewegung (NEAT) bedeutet, warum sie wichtig ist und welche realistischen Hebel es im Alltag gibt Mehr dazu auf AustroFit.""}"
1717,"{""title"":""Krafttraining & Muskelmasse beim Abnehmen – Einordnung"",""meta_description"":""Was Bewegung, Gewicht und Gesundheit miteinander zu tun haben – evidenzbasiert und verständlich erklärt Mehr dazu auf AustroFit.""}"
1718,"{""title"":""Ausdauertraining & Kalorienverbrauch | AustroFit"",""meta_description"":""Realistische Einordnung von Ausdauertraining, Kalorienverbrauch und Nutzen für Gesundheit und Alltag Mehr dazu auf AustroFit.""}"
1719,"{""title"":""Abnehmen: Häufige Mythen im Faktencheck"",""meta_description"":""Stimmen Diät-Mythen wirklich? Evidenzbasierter Überblick zu Keto, Detox, Kohlenhydraten, Superfoods & Co Mehr dazu auf AustroFit.""}"
1720,"{""title"":""Allergie verstehen: Ursachen, Formen und Bedeutung im Alltag"",""meta_description"":""Was passiert bei einer Allergie im Körper, welche Auslöser gibt es und warum ist das im Alltag wichtig? Eine verständliche Einführung.""}"
1721,"{""title"":""Heuschnupfen: Symptome, Saison & was wirklich hilft"",""meta_description"":""Was ist Heuschnupfen, wann treten Beschwerden auf und welche Maßnahmen helfen im Alltag? Verständliche Antworten auf Basis geprüfter Quellen.""}"
1722,"{""title"":""Nahrungsmittelallergie oder Unverträglichkeit? | AustroFit"",""meta_description"":""Was unterscheidet Nahrungsmittelallergie und Unverträglichkeit? Verständlich erklärt – inklusive Diagnostik, Mythen und wann du ärztliche Hilfe suchen...""}"
1723,"{""title"":""Asthma verstehen: Anzeichen, Auslöser & Alltag"",""meta_description"":""Was ist Asthma, welche Auslöser gibt es und warum ist die richtige Einordnung im Alltag wichtig? Verständlich erklärt, mit Quellen.""}"
1724,"{""title"":""Anaphylaxie erkennen: Warnzeichen und richtig | AustroFit"",""meta_description"":""Was ist eine Anaphylaxie, welche Warnzeichen gibt es und was solltest du im Notfall tun? Ein ruhiger, verständlicher Überblick für den Alltag.""}"
1725,"{""title"":""Allergietests & Behandlung: Was sagen Tests wirklich aus?"",""meta_description"":""Was medizinische Tests zeigen können – und was nicht. Grenzen von Messwerten, Fehlalarme und sinnvolle nächste Schritte.""}"
1726,"{""title"":""Chronische Atemwegserkrankungen: Asthma, COPD | AustroFit"",""meta_description"":""Was sind Asthma, COPD und chronische Bronchitis? Ursachen, Bedeutung im Alltag und wann ärztliche Hilfe sinnvoll ist – evidenzbasiert erklärt.""}"
1727,"{""title"":""Atemnot, Husten, pfeifende Atmung: Warnzeichen erkennen"",""meta_description"":""Was Atemnot, Husten und pfeifende Atmung bedeuten können, welche Missverständnisse es gibt und wann ärztliche Hilfe wichtig ist.""}"
1728,"{""title"":""Diagnostik bei COPD & Asthma – Lungenfunktion | AustroFit"",""meta_description"":""Was Lungenfunktion, Peak-Flow und Spirometrie bei Asthma und COPD aussagen – ruhig, verständlich und evidenzbasiert Mehr dazu auf AustroFit.""}"
1729,"{""title"":""Auslöser & Risikofaktoren verstehen: Rauchen | AustroFit"",""meta_description"":""Was Rauchen, Umweltfaktoren, Infekte und Allergien begünstigen können – verständlich erklärt, evidenzbasiert und alltagsnah.""}"
1730,"{""title"":""COPD & Asthma im Alltag: Bewegung, Atmung, Inhalation"",""meta_description"":""Alltagsnaher Überblick zu Leben mit COPD oder Asthma: Bewegung, Atemtechniken, Inhalation und wann ärztliche Hilfe wichtig ist.""}"
1731,"{""title"":""Diabetes verstehen: Formen und Unterschiede"",""meta_description"":""Welche Diabetes-Formen gibt es, worin unterscheiden sie sich – und warum ist das im Alltag wichtig? Mehr dazu auf AustroFit.""}"
1732,"{""title"":""Diabetes erkennen: Diagnostik & Bedeutung der Diagnose"",""meta_description"":""Erfahre, wie Diabetes diagnostiziert wird, warum viele Fälle lange unentdeckt bleiben und was eine Diagnose im Alltag bedeutet.""}"
1733,"{""title"":""Blutzucker & HbA1c verstehen: Werte richtig einordnen"",""meta_description"":""Erfahre, was Blutzucker bedeutet, wie Messungen ablaufen und wann erhöhte Werte medizinisch relevant werden Mehr dazu auf AustroFit.""}"
1734,"{""title"":""Diabetes im Alltag: Ernährung, Bewegung, Stress & Schlaf"",""meta_description"":""Was bedeutet Diabetes im Alltag? Verständliche Infos zu Ernährung, Bewegung und hilfreicher Orientierung – evidenzbasiert und ruhig erklärt.""}"
1735,"{""title"":""Diabetes & Medikamente: Wirkung, Bedeutung und Alltag"",""meta_description"":""Was Diabetes-Medikamente leisten können, warum sie wichtig sind und welche Missverständnisse es gibt – verständlich erklärt, ohne Therapieempfehlung.""}"
1736,"{""title"":""Folgeerkrankungen bei Diabetes verstehen | AustroFit"",""meta_description"":""Welche Folgeerkrankungen können bei Diabetes auftreten? Erfahre, warum sie wichtig sind, welche Missverständnisse es gibt und wann ärztliche Abklärung...""}"
1737,"{""title"":""Blutdruck verstehen: Werte richtig messen und einordnen"",""meta_description"":""Erfahre, was Blutdruck ist, wie Messungen ablaufen und warum die richtige Einordnung wichtig ist Mehr dazu auf AustroFit.""}"
1738,"{""title"":""Cholesterin & Blutfette verstehen: LDL, HDL | AustroFit"",""meta_description"":""Was bedeuten Cholesterin, LDL, HDL und Triglyzeride für deine Gesundheit? Verständliche Erklärung, Mythen und Orientierung für den Alltag.""}"
1739,"{""title"":""KHK, Angina & Herzinfarkt: Symptome erkennen | AustroFit"",""meta_description"":""Was KHK, Angina pectoris und Herzinfarkt bedeuten, welche Anzeichen typisch sind und wann du medizinische Hilfe suchen solltest.""}"
1740,"{""title"":""Schlaganfall & TIA: Warnzeichen erkennen | AustroFit"",""meta_description"":""Warnzeichen eines Schlaganfalls und einer TIA verstehen: Symptome erkennen, Bedeutung für den Alltag und wann sofort ärztliche Hilfe nötig ist.""}"
1741,"{""title"":""Herzinsuffizienz verständlich erklärt: Symptome | AustroFit"",""meta_description"":""Was ist Herzinsuffizienz, wie macht sie sich bemerkbar und was bedeutet das im Alltag? Ruhig erklärt, evidenzbasiert und verständlich.""}"
1742,"{""title"":""Herzrhythmus & Vorhofflimmern – unregelmäßiger | AustroFit"",""meta_description"":""Was bedeutet ein unregelmäßiger Puls? Erfahre, was hinter Herzrhythmusstörungen und Vorhofflimmern steckt und wann du ärztliche Hilfe suchen solltest.""}"
1743,"{""title"":""Arteriosklerose & Gefäße: Ablagerungen verstehen | AustroFit"",""meta_description"":""Was hinter Gefäßveränderungen steckt, warum Prävention wichtig ist und was du selbst für gesunde Gefäße tun kannst – verständlich erklärt.""}"
1744,"{""title"":""Herz-Untersuchungen verstehen: EKG, Echo | AustroFit"",""meta_description"":""Was zeigen EKG, Echo, Belastungstest und Laborwerte? Verständliche Erklärung, warum diese Herzuntersuchungen wichtig sind.""}"
1745,"{""title"":""Bluthochdruck verstehen: Ursachen, Risiken | AustroFit"",""meta_description"":""Was ist Bluthochdruck, warum bleibt er oft unentdeckt und warum sind Blutdruckwerte so wichtig? Verständliche Infos für den Alltag.""}"
1746,"{""title"":""Blutdruck richtig messen: Zuhause, Praxis | AustroFit"",""meta_description"":""Warum Blutdruckmessungen wichtig sind, was einzelne Werte bedeuten und welche typischen Missverständnisse du vermeiden solltest.""}"
1747,"{""title"":""Risiken & Folgeprobleme: Herz, Gehirn, Niere | AustroFit"",""meta_description"":""Was regelmäßige Kontrollen bedeuten können, um mögliche Risiken für Herz, Gehirn und Nieren frühzeitig zu erkennen Mehr dazu auf AustroFit.""}"
1748,"{""title"":""Alltagshebel für die Gesundheit: Bewegung | AustroFit"",""meta_description"":""Welche Alltagsfaktoren wirklich einen Unterschied machen: Bewegung, Ernährung, Schlaf und Stress realistisch einordnen – evidenzbasiert und alltagsnah.""}"
1749,"{""title"":""Medikamente verstehen: Klassen, Wirkung | AustroFit"",""meta_description"":""Was Medikamente leisten können, warum Information wichtig ist und wie Nebenwirkungen und Wechselwirkungen eingeordnet werden – verständlich erklärt...""}"
1750,"{""title"":""Warnzeichen & Notfall: Wann rasch handeln sinnvoll ist"",""meta_description"":""Welche Warnzeichen deuten auf einen Notfall hin und wann solltest du schnell handeln? Evidenzbasierte Orientierung, ruhig erklärt.""}"
1751,"{""title"":""Kopfschmerzen verstehen: Arten, Ursachen | AustroFit"",""meta_description"":""Welche Kopfschmerzen gibt es, was steckt dahinter und wann sollte man ärztlich nachfragen? Evidenzbasiert und alltagsnah erklärt.""}"
1752,"{""title"":""Migräne verstehen: Attacken, Aura, Auslöser | AustroFit"",""meta_description"":""Migräne erkennen, einordnen und besser damit umgehen: typische Symptome, Mythen, Selbsthilfe im Alltag und wann ärztliche Abklärung wichtig ist.""}"
1753,"{""title"":""Spannungskopfschmerz verstehen: Muskelspannung | AustroFit"",""meta_description"":""Was steckt hinter Spannungskopfschmerzen? Erfahre, warum unspezifische Schmerzen häufig sind, was du selbst tun kannst und wann ärztliche Hilfe sinnvoll...""}"
1754,"{""title"":""Cluster-Kopfschmerzen erkennen & abgrenzen | AustroFit"",""meta_description"":""Was hinter sehr starken Kopfschmerzen stecken kann, wie sie sich von Nervenschmerzen unterscheiden und wann ärztliche Abklärung sinnvoll ist.""}"
1755,"{""title"":""Kopfschmerzen als Warnsignal erkennen: Red Flags & Abklärung"",""meta_description"":""Wann Kopfschmerzen ärztlich abgeklärt werden sollten, welche Warnzeichen es gibt und wie du im Alltag richtig reagierst.""}"
1756,"{""title"":""Akutmittel richtig anwenden | AustroFit"",""meta_description"":""Was du über Akutmedikamente, sichere Anwendung und Risiken durch Übergebrauch wissen solltest – verständlich erklärt Mehr dazu auf AustroFit.""}"
1757,"{""title"":""Trigger erkennen: Kopfschmerz- & Migränetagebuch | AustroFit"",""meta_description"":""Wie ein Kopfschmerz- und Migränetagebuch hilft, Muster zu erkennen, Beschwerden besser zu beschreiben und ärztliche Entscheidungen zu unterstützen.""}"
1758,"{""title"":""Prävention im Alltag: Schlaf, Stress, Rhythmus"",""meta_description"":""Was Schlaf, Stress und ein stabiler Rhythmus für die Gesundheit bedeuten – kompakt, ruhig und evidenzbasiert erklärt Mehr dazu auf AustroFit.""}"
1759,"{""title"":""Ernährung, Koffein & Alkohol als Trigger | AustroFit"",""meta_description"":""Was wirklich hinter vermeintlichen Triggern steckt: evidenzbasierte Einordnung zu Ernährung, Unverträglichkeiten und Risiken – ohne Verbote oder Dogmen.""}"
1760,"{""title"":""Depression & Angst verstehen – Begriffe, Häufigkeit, Alltag"",""meta_description"":""Was Depression und Angst bedeuten, wie häufig sie sind und was Betroffene oft erleben – verständlich und evidenzbasiert erklärt.""}"
1761,"{""title"":""Depression: Anzeichen erkennen & realistische Hilfe"",""meta_description"":""Wie du Anzeichen einer Depression einordnest und welche Maßnahmen nachweislich helfen können – ruhig, verständlich und evidenzbasiert.""}"
1762,"{""title"":""Angststörung & Panik: Symptome verstehen | AustroFit"",""meta_description"":""Was Angststörungen und Panik ausmacht, welche Symptome auftreten können und wann ärztliche Abklärung sinnvoll ist Mehr dazu auf AustroFit.""}"
1763,"{""title"":""Stress & Burnout verstehen: Warnsignale | AustroFit"",""meta_description"":""Stress gehört zum Leben – wird er dauerhaft, kann er belasten. Erfahre, worauf du achten solltest und wie Erholung realistisch gelingt.""}"
1764,"{""title"":""Hilfe finden: Anlaufstellen, Gespräche | AustroFit"",""meta_description"":""Welche Anlaufstellen gibt es, wie können Gespräche helfen und wann ist ärztliche Unterstützung sinnvoll? Ein evidenzbasierter Überblick ohne Empfehlung.""}"
1765,"{""title"":""Rückenschmerzen verstehen – Ursachen, Verlauf, Einordnung"",""meta_description"":""Was Rückenschmerzen bedeuten können, wie sie häufig verlaufen und wann ärztliche Abklärung sinnvoll ist Mehr dazu auf AustroFit.""}"
1766,"{""title"":""Warnzeichen bei Rückenschmerzen – wann zum Arzt?"",""meta_description"":""Welche Warnzeichen bei Rückenschmerzen solltest du ernst nehmen? Eine ruhige Orientierung, wann ärztliche Abklärung sinnvoll oder dringend ist.""}"
1767,"{""title"":""ISG, Bandscheibe, Ischias: Ursachen | AustroFit"",""meta_description"":""ISG, Bandscheibe oder Ischias? Erfahre, was hinter ausstrahlenden Rückenschmerzen steckt, was wichtig ist und wann ärztliche Abklärung sinnvoll ist.""}"
1768,"{""title"":""Akut vs. chronisch: Warum Rückenschmerzen bleiben können"",""meta_description"":""Was unterscheidet akute von chronischen Rückenschmerzen? Verständliche Erklärung, typische Missverständnisse und Orientierung für den Alltag.""}"
1769,"{""title"":""Selbsthilfe & Bewegung im Alltag – was wirklich unterstützt"",""meta_description"":""Evidenzbasierte Einordnung: Warum Bewegung wichtig ist, was realistisch hilft und wann ärztlicher Rat sinnvoll ist – ohne Heilversprechen.""}"
1770,"{""title"":""MRT, CT oder Röntgen – wann ist Bildgebung sinnvoll?"",""meta_description"":""Erfahre, wann bildgebende Diagnostik wie MRT, CT oder Röntgen sinnvoll ist und worauf du im Alltag achten kannst Mehr dazu auf AustroFit.""}"